Landmark Name,X,Y,Z,Squat Type
Left Hip,0.5045138597488403,0.5069965720176697,0.1095410585403442,Correct
Right Hip,0.4666334986686707,0.5138476490974426,-0.1095577999949455,Correct
Left Knee,0.5229499936103821,0.6683369874954224,0.1427369862794876,Correct
Right Knee,0.479583740234375,0.6948672533035278,-0.1162316501140594,Correct
Left Ankle,0.4908936619758606,0.814621090888977,0.2578707337379456,Correct
Right Ankle,0.4589179456233978,0.8620035648345947,-0.0638738572597503,Correct
Left Heel,0.4700146913528442,0.8341915607452393,0.2635639309883118,Correct
Right Heel,0.4379359483718872,0.883965790271759,-0.0659277066588401,Correct
Left Foot Index,0.5337544083595276,0.8672541379928589,0.1730471700429916,Correct
Right Foot Index,0.5149792432785034,0.9230299592018129,-0.1890922337770462,Correct
Left Elbow,0.5503125786781311,0.3118814826011658,0.215121403336525,Correct
Right Elbow,0.5149298310279846,0.3113627731800079,-0.4384435415267944,Correct
Left Wrist,0.5728721022605896,0.2854935824871063,0.1781755536794662,Correct
Right Wrist,0.6219788193702698,0.2628689706325531,-0.5222011804580688,Correct
Left Pinky,0.5794750452041626,0.2793595492839813,0.1733305752277374,Correct
Right Pinky,0.6488448977470398,0.2541658282279968,-0.5558310747146606,Correct
Left Index,0.5768595337867737,0.2745257616043091,0.1482851058244705,Correct
Right Index,0.6431955695152283,0.2433441430330276,-0.5472322702407837,Correct
Left Hip,0.5061402320861816,0.5106170773506165,0.1085455566644669,Correct
Right Hip,0.4669414162635803,0.5172382593154907,-0.1085101068019867,Correct
Left Knee,0.5255053639411926,0.6732540130615234,0.1389493495225906,Correct
Right Knee,0.4788915812969208,0.7001916170120239,-0.1144842132925987,Correct
Left Ankle,0.489129900932312,0.8200608491897583,0.2555177509784698,Correct
Right Ankle,0.45284304022789,0.8707412481307983,-0.0603846497833728,Correct
Left Heel,0.4677507281303406,0.839924693107605,0.261274516582489,Correct
Right Heel,0.4306085705757141,0.8932607173919678,-0.0618255995213985,Correct
Left Foot Index,0.5330597162246704,0.8733680248260498,0.1694857180118561,Correct
Right Foot Index,0.509398341178894,0.9291499853134156,-0.1859281361103058,Correct
Left Elbow,0.5699928998947144,0.304887980222702,0.0864895954728126,Correct
Right Elbow,0.5205150246620178,0.3112893402576447,-0.3802761733531952,Correct
Left Wrist,0.5809561610221863,0.2808266580104828,-0.0561055764555931,Correct
Right Wrist,0.6192816495895386,0.2587364017963409,-0.4778274893760681,Correct
Left Pinky,0.5839983224868774,0.2765272259712219,-0.0825579315423965,Correct
Right Pinky,0.6446883082389832,0.2483139038085938,-0.501867413520813,Correct
Left Index,0.5770189762115479,0.2707083523273468,-0.0958661660552024,Correct
Right Index,0.638131856918335,0.237705335021019,-0.5132877230644226,Correct
Left Hip,0.5073156952857971,0.513653039932251,0.1024150475859642,Correct
Right Hip,0.4649212658405304,0.5203498005867004,-0.1023960188031197,Correct
Left Knee,0.5269284844398499,0.6727781891822815,0.1246943548321724,Correct
Right Knee,0.4745812118053436,0.7031370401382446,-0.106614351272583,Correct
Left Ankle,0.4910954236984253,0.8151692748069763,0.2491692453622818,Correct
Right Ankle,0.4500494301319122,0.8729658126831055,-0.0503172241151332,Correct
Left Heel,0.4692417681217194,0.833171010017395,0.2550260722637177,Correct
Right Heel,0.4285465180873871,0.8954082727432251,-0.0521786026656627,Correct
Left Foot Index,0.5330057144165039,0.8717483878135681,0.1698891371488571,Correct
Right Foot Index,0.5048766136169434,0.9294517040252686,-0.173637717962265,Correct
Left Elbow,0.5751960873603821,0.3077121376991272,0.0637997314333915,Correct
Right Elbow,0.5193662047386169,0.3146853446960449,-0.4109682440757751,Correct
Left Wrist,0.5904322266578674,0.2806761860847473,-0.1524451076984406,Correct
Right Wrist,0.6208470463752747,0.2637117207050323,-0.5120201706886292,Correct
Left Pinky,0.610260546207428,0.2754357159137726,-0.1835957467556,Correct
Right Pinky,0.646277129650116,0.2541819214820862,-0.5463047027587891,Correct
Left Index,0.6057637333869934,0.2699154317378998,-0.2109301686286926,Correct
Right Index,0.6418869495391846,0.243510827422142,-0.5387088656425476,Correct
Left Hip,0.5092993378639221,0.5143925547599792,0.1045923382043839,Correct
Right Hip,0.4638851583003998,0.5210545063018799,-0.1045786067843437,Correct
Left Knee,0.5281792879104614,0.6720075607299805,0.1189041882753372,Correct
Right Knee,0.4721016585826874,0.7035176157951355,-0.1107161864638329,Correct
Left Ankle,0.4924473762512207,0.8166452050209045,0.2516330778598785,Correct
Right Ankle,0.4508614540100098,0.8740023374557495,-0.0598238930106163,Correct
Left Heel,0.4703671038150787,0.8355453014373779,0.2579539716243744,Correct
Right Heel,0.4295916855335236,0.896730363368988,-0.0627262219786644,Correct
Left Foot Index,0.5359774827957153,0.8728064298629761,0.1659422069787979,Correct
Right Foot Index,0.505912184715271,0.9309716820716858,-0.197551354765892,Correct
Left Elbow,0.5814363360404968,0.3058797121047974,0.0453386530280113,Correct
Right Elbow,0.5206246376037598,0.3208810389041901,-0.4001595377922058,Correct
Left Wrist,0.6102377772331238,0.2804449498653412,-0.1683986037969589,Correct
Right Wrist,0.6195629835128784,0.2658348679542542,-0.4489679336547852,Correct
Left Pinky,0.6227819323539734,0.2753687798976898,-0.2033563256263733,Correct
Right Pinky,0.643897294998169,0.2544881403446198,-0.4776042103767395,Correct
Left Index,0.6143975853919983,0.2698284387588501,-0.2228024452924728,Correct
Right Index,0.6390942931175232,0.2436016947031021,-0.466401219367981,Correct
Left Hip,0.5060445070266724,0.5133405923843384,0.105187252163887,Correct
Right Hip,0.4641459286212921,0.519364595413208,-0.105211578309536,Correct
Left Knee,0.5330653786659241,0.6716307401657104,0.1187266930937767,Correct
Right Knee,0.4721862971782684,0.7002304196357727,-0.1075550019741058,Correct
Left Ankle,0.4919790923595428,0.8161934614181519,0.2448016852140427,Correct
Right Ankle,0.4504031538963318,0.8702037334442139,-0.0690926164388656,Correct
Left Heel,0.4701367616653442,0.8347875475883484,0.2508063018321991,Correct
Right Heel,0.4288231134414673,0.8926074504852295,-0.072521224617958,Correct
Left Foot Index,0.5337677597999573,0.8721665740013123,0.1643087267875671,Correct
Right Foot Index,0.5059275031089783,0.9280582070350648,-0.199327141046524,Correct
Left Elbow,0.579971969127655,0.3082908689975739,-0.0009884857572615,Correct
Right Elbow,0.5166813731193542,0.3403858244419098,-0.405555933713913,Correct
Left Wrist,0.6269868016242981,0.2804867029190063,-0.2750255465507507,Correct
Right Wrist,0.6113713979721069,0.2843072712421417,-0.4734852910041809,Correct
Left Pinky,0.6453378796577454,0.2752306759357452,-0.3207291066646576,Correct
Right Pinky,0.6358969807624817,0.271385133266449,-0.508895754814148,Correct
Left Index,0.6383313536643982,0.2697509825229645,-0.3473395705223083,Correct
Right Index,0.6303354501724243,0.2600680291652679,-0.4995810389518738,Correct
Left Hip,0.5034489035606384,0.5100971460342407,0.1050473898649216,Correct
Right Hip,0.4627732336521149,0.5168142914772034,-0.1050738543272018,Correct
Left Knee,0.5306889414787292,0.668268620967865,0.1054327636957169,Correct
Right Knee,0.4722673296928406,0.6963827610015869,-0.101829782128334,Correct
Left Ankle,0.4919098913669586,0.811903715133667,0.2322352081537247,Correct
Right Ankle,0.453879326581955,0.8629832863807678,-0.0412582829594612,Correct
Left Heel,0.4707505106925964,0.8298075199127197,0.2372235953807831,Correct
Right Heel,0.4328942596912384,0.8850167989730835,-0.041989367455244,Correct
Left Foot Index,0.5315930247306824,0.8707424402236938,0.1387024074792862,Correct
Right Foot Index,0.5080862641334534,0.9217267632484436,-0.1750054806470871,Correct
Left Elbow,0.5735222101211548,0.3380634486675262,0.0545580387115478,Correct
Right Elbow,0.5185621976852417,0.3396795690059662,-0.4184952974319458,Correct
Left Wrist,0.5979204177856445,0.3123500049114227,-0.181472510099411,Correct
Right Wrist,0.6191691756248474,0.2865900993347168,-0.4860638082027435,Correct
Left Pinky,0.6052080392837524,0.3089200556278229,-0.2194278687238693,Correct
Right Pinky,0.6456760168075562,0.2757543325424194,-0.5257397890090942,Correct
Left Index,0.5951984524726868,0.2993718087673187,-0.2417072802782059,Correct
Right Index,0.6394537091255188,0.264252632856369,-0.5131478309631348,Correct
Left Hip,0.4980669021606445,0.5164207816123962,0.1050837486982346,Correct
Right Hip,0.4540585279464722,0.5211575031280518,-0.1050756424665451,Correct
Left Knee,0.5313328504562378,0.6683886647224426,0.110823854804039,Correct
Right Knee,0.4661194384098053,0.6992395520210266,-0.1097860485315323,Correct
Left Ankle,0.4925496876239777,0.8140974044799805,0.2557693123817444,Correct
Right Ankle,0.4494604170322418,0.8666045069694519,-0.0475548841059207,Correct
Left Heel,0.4712048470973969,0.8320868611335754,0.2635350525379181,Correct
Right Heel,0.4288863241672516,0.8890469074249268,-0.0489753559231758,Correct
Left Foot Index,0.5329553484916687,0.8717188239097595,0.1602112799882889,Correct
Right Foot Index,0.5040348768234253,0.9231218695640564,-0.1887469589710236,Correct
Left Elbow,0.5702502727508545,0.3453059792518616,0.102479949593544,Correct
Right Elbow,0.5106164813041687,0.3435911536216736,-0.4395663440227509,Correct
Left Wrist,0.5843135118484497,0.3235376179218292,-0.1025017201900482,Correct
Right Wrist,0.6114718317985535,0.2944560050964355,-0.5021902322769165,Correct
Left Pinky,0.5898503661155701,0.3205163180828094,-0.1364739239215851,Correct
Right Pinky,0.6374984383583069,0.2828915417194366,-0.5413621664047241,Correct
Left Index,0.5813623070716858,0.3108880221843719,-0.1544727236032486,Correct
Right Index,0.6316679120063782,0.2730432450771332,-0.5241382122039795,Correct
Left Hip,0.4950920343399048,0.5196781158447266,0.1158457323908806,Correct
Right Hip,0.4543566405773163,0.5243557691574097,-0.1158642247319221,Correct
Left Knee,0.5294805765151978,0.6796401739120483,0.1100839748978615,Correct
Right Knee,0.4706360399723053,0.705723762512207,-0.1292429715394974,Correct
Left Ankle,0.4892072975635529,0.8286520838737488,0.2235949784517288,Correct
Right Ankle,0.4488997757434845,0.8727208971977234,-0.0839107707142829,Correct
Left Heel,0.4675494432449341,0.8469782471656799,0.2269176095724106,Correct
Right Heel,0.4266103208065033,0.8931227922439575,-0.0859967321157455,Correct
Left Foot Index,0.5334104299545288,0.8851485848426819,0.1243982091546059,Correct
Right Foot Index,0.5038872361183167,0.9342826008796692,-0.2221102565526962,Correct
Left Elbow,0.5768725275993347,0.3408075869083405,-0.0147598227486014,Correct
Right Elbow,0.510235071182251,0.3576661050319672,-0.418993353843689,Correct
Left Wrist,0.6153813600540161,0.3124656975269318,-0.3011922538280487,Correct
Right Wrist,0.6179596781730652,0.3021490871906281,-0.497541606426239,Correct
Left Pinky,0.6305076479911804,0.3065332472324371,-0.3409196436405182,Correct
Right Pinky,0.6480035781860352,0.2914344072341919,-0.5345851182937622,Correct
Left Index,0.6236509084701538,0.2990857660770416,-0.3631415069103241,Correct
Right Index,0.6419673562049866,0.2776373028755188,-0.5206688642501831,Correct
Left Hip,0.4971000850200653,0.5246584415435791,0.1132358610630035,Correct
Right Hip,0.4542379081249237,0.52906334400177,-0.1131022870540619,Correct
Left Knee,0.5307557582855225,0.6851468682289124,0.0767708271741867,Correct
Right Knee,0.4714781045913696,0.7077080607414246,-0.1137723103165627,Correct
Left Ankle,0.4896110892295837,0.8348878026008606,0.1777123957872391,Correct
Right Ankle,0.4515126049518585,0.8738106489181519,-0.0820270106196403,Correct
Left Heel,0.4678342044353485,0.8529955148696899,0.1807165443897247,Correct
Right Heel,0.4308660924434662,0.8940374255180359,-0.0844365432858467,Correct
Left Foot Index,0.5313979983329773,0.8923125863075256,0.0811725556850433,Correct
Right Foot Index,0.5021212100982666,0.9353256225585938,-0.1995368897914886,Correct
Left Elbow,0.5887852907180786,0.344104140996933,0.0211089942604303,Correct
Right Elbow,0.5218194127082825,0.3509363234043121,-0.4271485507488251,Correct
Left Wrist,0.6179933547973633,0.3142465651035309,-0.2523902356624603,Correct
Right Wrist,0.6196978688240051,0.2976373136043549,-0.4940129220485687,Correct
Left Pinky,0.6295500993728638,0.3077759742736816,-0.2951617836952209,Correct
Right Pinky,0.6454249024391174,0.2858540117740631,-0.5326684713363647,Correct
Left Index,0.620246171951294,0.2997662127017975,-0.3184063136577606,Correct
Right Index,0.6402918100357056,0.2755167782306671,-0.5205070972442627,Correct
Left Hip,0.4961311221122742,0.5253198742866516,0.1136208027601242,Correct
Right Hip,0.4542704522609711,0.5291320085525513,-0.1135941967368126,Correct
Left Knee,0.534274697303772,0.6852468252182007,0.0831025391817092,Correct
Right Knee,0.4715948402881622,0.7060750126838684,-0.1218203008174896,Correct
Left Ankle,0.490607738494873,0.8331097364425659,0.1952901929616928,Correct
Right Ankle,0.451720803976059,0.869146466255188,-0.069301001727581,Correct
Left Heel,0.4691386818885803,0.8499877452850342,0.1991621553897858,Correct
Right Heel,0.4314039945602417,0.8888309597969055,-0.0676318630576133,Correct
Left Foot Index,0.5298406481742859,0.8916710019111633,0.0935126468539238,Correct
Right Foot Index,0.4998686909675598,0.9311402440071106,-0.1992752403020859,Correct
Left Elbow,0.5864785313606262,0.3522191643714905,-0.0034062517806887,Correct
Right Elbow,0.5265705585479736,0.3596218228340149,-0.4346152544021606,Correct
Left Wrist,0.623112142086029,0.3208655118942261,-0.2831411063671112,Correct
Right Wrist,0.6283180117607117,0.3059872984886169,-0.5020198225975037,Correct
Left Pinky,0.6403476595878601,0.3132617771625519,-0.3196305930614471,Correct
Right Pinky,0.65421062707901,0.294166773557663,-0.5439577102661133,Correct
Left Index,0.6347587704658508,0.3070935904979706,-0.3462370634078979,Correct
Right Index,0.6494423151016235,0.2831778824329376,-0.5285758376121521,Correct
Left Hip,0.4908502995967865,0.532745897769928,0.1120294481515884,Correct
Right Hip,0.4509360492229462,0.5366378426551819,-0.1120317876338959,Correct
Left Knee,0.5338680744171143,0.6921074390411377,0.0801218226552009,Correct
Right Knee,0.4706749022006989,0.711372435092926,-0.1192117258906364,Correct
Left Ankle,0.4894493222236633,0.8423358201980591,0.1808709055185318,Correct
Right Ankle,0.4523030519485474,0.8756299614906311,-0.0467313677072525,Correct
Left Heel,0.4686360657215118,0.8613120317459106,0.1842934191226959,Correct
Right Heel,0.4308918416500092,0.8969069719314575,-0.0471498891711235,Correct
Left Foot Index,0.5312148928642273,0.8971852660179138,0.0923275053501129,Correct
Right Foot Index,0.5064685940742493,0.9334203004837036,-0.1726474612951279,Correct
Left Elbow,0.5851910710334778,0.3629081547260284,-0.03177085891366,Correct
Right Elbow,0.5273982882499695,0.3719156980514526,-0.4310702085494995,Correct
Left Wrist,0.6234389543533325,0.3299484550952911,-0.3421027362346649,Correct
Right Wrist,0.6347017884254456,0.317055881023407,-0.502933919429779,Correct
Left Pinky,0.6400753855705261,0.3217751681804657,-0.3833598792552948,Correct
Right Pinky,0.6622496247291565,0.306346982717514,-0.5476571321487427,Correct
Left Index,0.634260356426239,0.3151781857013702,-0.4081715643405914,Correct
Right Index,0.6584527492523193,0.294172465801239,-0.5331965684890747,Correct
Left Hip,0.4941979944705963,0.5427595973014832,0.1114886552095413,Correct
Right Hip,0.4492668509483337,0.5440094470977783,-0.1114967167377472,Correct
Left Knee,0.5284672379493713,0.6977236270904541,0.0876309722661972,Correct
Right Knee,0.4619700610637665,0.7176468968391418,-0.125829204916954,Correct
Left Ankle,0.485290914773941,0.8440139889717102,0.2037907391786575,Correct
Right Ankle,0.45097616314888,0.8866341710090637,-0.0762013047933578,Correct
Left Heel,0.4637848734855652,0.863586962223053,0.2080202400684357,Correct
Right Heel,0.4310148656368256,0.9085220694541932,-0.0803981721401214,Correct
Left Foot Index,0.5313460826873779,0.898106038570404,0.1011501476168633,Correct
Right Foot Index,0.5059264898300171,0.9478489756584167,-0.2319682091474533,Correct
Left Elbow,0.5893205404281616,0.3614055216312408,-0.0109783075749874,Correct
Right Elbow,0.5206056833267212,0.378693699836731,-0.4445970356464386,Correct
Left Wrist,0.6226012110710144,0.3333276808261871,-0.2772254347801208,Correct
Right Wrist,0.6278823018074036,0.3246017098426819,-0.5156090259552002,Correct
Left Pinky,0.6356480717658997,0.3277091383934021,-0.3169283866882324,Correct
Right Pinky,0.6558328866958618,0.3132762014865875,-0.5547038316726685,Correct
Left Index,0.6277872323989868,0.3205212950706482,-0.3366994559764862,Correct
Right Index,0.6511071920394897,0.3011474609375,-0.5408340096473694,Correct
Left Hip,0.4925214052200317,0.5464079976081848,0.1068873405456543,Correct
Right Hip,0.4478354454040527,0.5483132600784302,-0.1069515645503998,Correct
Left Knee,0.5287842750549316,0.7026147842407227,0.0628657490015029,Correct
Right Knee,0.4636684656143188,0.723666250705719,-0.1097540035843849,Correct
Left Ankle,0.4837862849235535,0.8497231602668762,0.1627900898456573,Correct
Right Ankle,0.4509482383728027,0.8872183561325073,-0.0544443242251873,Correct
Left Heel,0.4621754586696625,0.866334080696106,0.1657122820615768,Correct
Right Heel,0.4312138557434082,0.9072765707969666,-0.0571100302040576,Correct
Left Foot Index,0.5281521677970886,0.9110386371612548,0.0719343796372413,Correct
Right Foot Index,0.5038399696350098,0.9506422877311708,-0.1857749372720718,Correct
Left Elbow,0.5887203216552734,0.373692512512207,-0.0272238180041313,Correct
Right Elbow,0.5145376920700073,0.3946675062179565,-0.3594405055046082,Correct
Left Wrist,0.643064558506012,0.3425879776477814,-0.302009254693985,Correct
Right Wrist,0.6210125088691711,0.3443505167961121,-0.4483970999717712,Correct
Left Pinky,0.6638062596321106,0.3350193202495575,-0.3383530378341675,Correct
Right Pinky,0.6504361629486084,0.3364896178245544,-0.4853310883045197,Correct
Left Index,0.6568793058395386,0.3277100026607513,-0.360098272562027,Correct
Right Index,0.6466367244720459,0.3193130493164062,-0.4759721457958221,Correct
Left Hip,0.4933257102966309,0.5438517332077026,0.0980528965592384,Correct
Right Hip,0.4480724930763245,0.5444747805595398,-0.0981503054499626,Correct
Left Knee,0.5244151949882507,0.6997400522232056,0.0599262602627277,Correct
Right Knee,0.462093323469162,0.7183307409286499,-0.1126213744282722,Correct
Left Ankle,0.4800198972225189,0.8490476608276367,0.1283523142337799,Correct
Right Ankle,0.4524976909160614,0.8878781795501709,-0.0943568646907806,Correct
Left Heel,0.458180159330368,0.8676160573959351,0.1280040144920349,Correct
Right Heel,0.4333756566047668,0.9103571772575378,-0.1029107496142387,Correct
Left Foot Index,0.5255053639411926,0.9038741588592528,0.0296449139714241,Correct
Right Foot Index,0.5052574276924133,0.9465359449386596,-0.2293886095285416,Correct
Left Elbow,0.5918824672698975,0.3763566613197327,-0.0242342706769704,Correct
Right Elbow,0.512540340423584,0.4081772565841675,-0.3494594693183899,Correct
Left Wrist,0.630719006061554,0.3513909876346588,-0.303730845451355,Correct
Right Wrist,0.61990886926651,0.3834015130996704,-0.4058914184570312,Correct
Left Pinky,0.6464148163795471,0.346890389919281,-0.3457618951797485,Correct
Right Pinky,0.6489750146865845,0.382599949836731,-0.4402920603752136,Correct
Left Index,0.6389446258544922,0.3382863998413086,-0.3649506866931915,Correct
Right Index,0.6469220519065857,0.367392510175705,-0.4335403144359589,Correct
Left Hip,0.492374449968338,0.5463582873344421,0.097974769771099,Correct
Right Hip,0.4485230445861816,0.5452510714530945,-0.0980880558490753,Correct
Left Knee,0.5250679850578308,0.7006682753562927,0.0532721281051635,Correct
Right Knee,0.460889607667923,0.7185567617416382,-0.1115383431315422,Correct
Left Ankle,0.4798986315727234,0.8502496480941772,0.1224204301834106,Correct
Right Ankle,0.4502180516719818,0.8883441686630249,-0.0974927693605423,Correct
Left Heel,0.4579730927944183,0.8672370910644531,0.1223384290933609,Correct
Right Heel,0.4310190379619598,0.9096977114677428,-0.1032843738794327,Correct
Left Foot Index,0.5246412754058838,0.9082249999046326,0.0273088756948709,Correct
Right Foot Index,0.5021254420280457,0.9492277503013612,-0.2300058305263519,Correct
Left Elbow,0.5968009829521179,0.3919126391410828,-0.0199874322861433,Correct
Right Elbow,0.5117008686065674,0.4173028171062469,-0.3401964902877808,Correct
Left Wrist,0.6487219929695129,0.367735892534256,-0.3058272302150726,Correct
Right Wrist,0.6233566403388977,0.3949655592441559,-0.4113487303256989,Correct
Left Pinky,0.6688105463981628,0.3619519472122192,-0.3473368883132935,Correct
Right Pinky,0.6555367708206177,0.3956564366817474,-0.4497608244419098,Correct
Left Index,0.6613001227378845,0.3534348607063293,-0.3669819235801697,Correct
Right Index,0.6554667353630066,0.3783594369888306,-0.4398409724235535,Correct
Left Hip,0.4924424588680267,0.5518300533294678,0.0969816818833351,Correct
Right Hip,0.4480718076229095,0.5497996211051941,-0.0970034375786781,Correct
Left Knee,0.5217936635017395,0.7049168944358826,0.0509285070002079,Correct
Right Knee,0.459162712097168,0.7206916213035583,-0.1227204278111458,Correct
Left Ankle,0.4766106903553009,0.8532660007476807,0.1150847524404526,Correct
Right Ankle,0.4496001303195953,0.8890142440795898,-0.1170962005853653,Correct
Left Heel,0.4541202485561371,0.871792197227478,0.1145561560988426,Correct
Right Heel,0.4303711950778961,0.910883128643036,-0.1237409859895706,Correct
Left Foot Index,0.5232608318328857,0.9094198942184448,0.0171055439859628,Correct
Right Foot Index,0.5017911791801453,0.9494553208351136,-0.2551182508468628,Correct
Left Elbow,0.6013529896736145,0.4109233319759369,-0.0992873758077621,Correct
Right Elbow,0.5241120457649231,0.4112275540828705,-0.380383312702179,Correct
Left Wrist,0.649990975856781,0.3788799643516541,-0.4640082120895386,Correct
Right Wrist,0.6420186161994934,0.3805982172489166,-0.4830479323863983,Correct
Left Pinky,0.6704631447792053,0.3696985244750977,-0.5135473012924194,Correct
Right Pinky,0.6740381121635437,0.3797343671321869,-0.5468370318412781,Correct
Left Index,0.661390483379364,0.3629985749721527,-0.5264676809310913,Correct
Right Index,0.6754384636878967,0.3632569015026093,-0.5242880582809448,Correct
Left Hip,0.4911394417285919,0.5567789673805237,0.0970532000064849,Correct
Right Hip,0.4441894292831421,0.5508040189743042,-0.0970131307840347,Correct
Left Knee,0.5153308510780334,0.7050549387931824,0.0574670359492301,Correct
Right Knee,0.4696598052978516,0.7035025358200073,-0.2026684731245041,Correct
Left Ankle,0.474935382604599,0.855809211730957,0.1317624896764755,Correct
Right Ankle,0.4488574266433716,0.8620603084564209,-0.1095630824565887,Correct
Left Heel,0.4539515376091003,0.8782628178596497,0.1316576153039932,Correct
Right Heel,0.4307890832424164,0.8826113343238831,-0.1109457239508629,Correct
Left Foot Index,0.5231267809867859,0.909442901611328,0.0027615290600806,Correct
Right Foot Index,0.5001809000968933,0.923862099647522,-0.2632707357406616,Correct
Left Elbow,0.6065295934677124,0.4226121604442596,-0.0779023319482803,Correct
Right Elbow,0.4851795136928558,0.4311206042766571,-0.3497919738292694,Correct
Left Wrist,0.6502826809883118,0.3970265090465546,-0.3914467096328735,Correct
Right Wrist,0.5784605741500854,0.4172168970108032,-0.4795413315296173,Correct
Left Pinky,0.6698909401893616,0.3921821415424347,-0.4466815590858459,Correct
Right Pinky,0.6022481322288513,0.4194717705249786,-0.528921902179718,Correct
Left Index,0.6602829098701477,0.3826827108860016,-0.4568317830562592,Correct
Right Index,0.6100446581840515,0.4071655571460724,-0.5171511769294739,Correct
